	x0	x1	x2	x3	x4
239	1.794670e+01	3.837947e+07	1.597927e-02	3.037081e+02	1.283708e-05
240	1.950661e+02	5.312787e+07	3.968650e-04	3.853161e+01	2.018345e-04
241	1.603251e+01	1.106615e+08	1.761457e-02	6.234505e+02	1.831181e-05
242	1.491924e+02	2.305342e+08	3.824889e-04	9.159702e+01	2.900153e-04
243	1.436995e+01	7.089595e+08	1.410987e-02	1.836671e+03	3.229958e-05
244	2.003130e+02	8.632855e+06	6.573766e-04	1.345741e+01	1.049218e-04
245	1.704632e+01	1.588162e+07	2.194640e-02	1.881215e+02	8.577218e-06
246	2.029252e+02	1.743823e+07	5.038475e-04	2.078052e+01	1.346138e-04
247	1.894444e+01	3.758082e+07	1.607665e-02	3.035167e+02	1.328188e-05
248	1.903536e+02	5.090381e+07	4.010133e-04	3.826359e+01	1.917637e-04
249	1.676781e+01	1.059195e+08	1.772886e-02	6.201101e+02	1.865934e-05
250	1.477597e+02	2.077412e+08	4.164526e-04	9.020322e+01	2.777599e-04
251	1.480812e+01	7.050199e+08	1.366871e-02	1.865085e+03	3.245348e-05
252	2.101538e+02	7.354238e+06	6.580170e-04	1.264526e+01	1.041778e-04
253	1.786749e+01	1.459117e+07	2.158452e-02	1.782686e+02	8.724183e-06
254	2.030075e+02	1.587674e+07	5.094344e-04	2.025044e+01	1.295652e-04
255	1.967433e+01	3.927764e+07	1.409339e-02	2.993335e+02	1.330318e-05
256	1.933093e+02	4.948452e+07	4.027278e-04	3.836397e+01	1.898803e-04
257	1.742297e+01	1.034875e+08	1.839473e-02	6.252791e+02	1.918505e-05
258	3.093959e+02	9.546057e+05	8.967305e-04	5.115507e+00	7.038966e-05
259	2.671594e+01	2.544070e+06	2.187256e-02	7.567636e+01	5.998674e-06
260	2.147618e+02	7.083735e+06	6.501194e-04	1.243079e+01	1.049409e-04
261	1.836320e+01	1.446458e+07	2.110972e-02	1.756308e+02	8.937978e-06
262	2.084936e+02	1.687369e+07	4.879988e-04	2.087622e+01	1.315451e-04
263	1.947479e+01	3.698639e+07	1.642001e-02	3.090303e+02	1.327268e-05
264	1.980209e+02	4.774404e+07	3.928590e-04	3.793364e+01	1.894739e-04
265	1.793402e+01	1.015837e+08	1.823525e-02	6.247239e+02	1.950608e-05
266	3.079881e+02	1.080271e+06	8.431863e-04	5.417011e+00	7.084192e-05
267	2.715279e+01	2.902838e+06	2.054447e-02	7.867227e+01	6.305342e-06
268	2.245498e+02	6.274981e+06	6.383178e-04	1.183182e+01	1.043880e-04
269	1.912100e+01	1.357215e+07	2.025604e-02	1.682788e+02	9.000135e-06
270	2.095430e+02	1.671585e+07	4.910023e-04	2.101560e+01	1.301258e-04
271	1.955581e+01	3.687226e+07	1.632811e-02	3.112154e+02	1.314824e-05
272	1.943738e+02	4.435122e+07	4.125914e-04	3.754351e+01	1.804650e-04
273	1.799003e+01	9.859279e+07	1.744130e-02	6.187813e+02	1.881420e-05
274	3.073175e+02	1.221544e+06	8.323334e-04	5.806137e+00	7.155016e-05
275	2.584222e+01	3.186160e+06	2.031337e-02	8.258840e+01	6.061811e-06
276	2.184093e+02	1.654598e+07	4.557931e-04	2.084054e+01	1.318140e-04
277	2.036863e+01	3.626937e+07	1.664386e-02	3.132278e+02	1.365215e-05
278	2.302167e+02	5.872419e+06	6.239613e-04	1.153926e+01	1.029859e-04
279	1.979200e+01	1.306341e+07	1.960036e-02	1.645663e+02	9.058838e-06
280	1.946963e+02	4.052915e+07	4.402650e-04	3.706952e+01	1.755881e-04
281	1.846473e+01	9.590258e+07	1.724638e-02	6.140033e+02	1.884128e-05
282	2.998045e+02	1.284177e+06	7.977187e-04	5.959369e+00	6.936294e-05
283	2.736241e+01	3.412768e+06	1.917124e-02	8.411516e+01	6.502945e-06
284	2.285020e+02	1.642838e+07	4.536434e-04	2.102312e+01	1.352606e-04
285	1.989517e+01	3.659115e+07	1.638119e-02	3.168727e+02	1.317807e-05
286	2.333022e+02	5.972230e+06	6.192174e-04	1.171558e+01	1.023540e-04
287	2.032770e+01	1.268110e+07	1.985202e-02	1.649814e+02	9.176311e-06
288	1.922974e+02	4.012178e+07	4.354193e-04	3.722685e+01	1.708336e-04
289	1.925370e+01	9.815637e+07	1.689317e-02	6.224765e+02	1.962125e-05
290	3.036686e+02	1.323405e+06	7.809291e-04	6.094110e+00	6.962195e-05
291	2.790319e+01	3.637311e+06	1.797003e-02	8.541012e+01	6.691627e-06
292	2.242581e+02	1.576131e+07	4.904408e-04	2.126102e+01	1.304408e-04
293	1.973846e+01	3.617280e+07	1.604104e-02	3.179788e+02	1.272323e-05
294	2.355384e+02	5.430309e+06	6.073181e-04	1.126884e+01	9.870739e-05
295	2.209636e+01	1.200724e+07	1.817728e-02	1.582121e+02	9.628426e-06
296	1.957345e+02	3.970416e+07	4.458406e-04	3.787676e+01	1.720953e-04
297	2.013642e+01	1.044500e+08	1.698418e-02	6.420929e+02	2.089606e-05
298	3.006022e+02	1.455686e+06	7.767326e-04	6.418509e+00	6.962655e-05
299	2.800945e+01	3.781756e+06	1.840117e-02	8.817491e+01	6.874588e-06
300	2.214905e+02	1.530251e+07	4.921052e-04	2.128016e+01	1.261316e-04
301	2.083144e+01	3.633106e+07	1.589881e-02	3.205022e+02	1.333695e-05
302	2.033484e+02	4.240090e+07	4.402488e-04	3.974830e+01	1.793480e-04
303	2.084730e+01	1.231553e+08	1.622290e-02	6.857743e+02	2.226170e-05
304	2.412303e+02	5.099817e+06	6.036284e-04	1.103909e+01	9.739259e-05
305	2.328157e+01	1.117494e+07	1.773112e-02	1.542790e+02	9.888703e-06
306	3.204889e+02	1.392993e+06	7.460445e-04	6.247461e+00	7.240239e-05
307	2.821635e+01	3.582941e+06	1.705226e-02	8.506369e+01	6.816433e-06
308	2.243326e+02	1.531811e+07	4.760797e-04	2.142433e+01	1.255820e-04
309	2.200333e+01	3.732649e+07	1.576259e-02	3.257482e+02	1.418887e-05
310	2.549030e+02	4.948161e+06	5.858763e-04	1.093424e+01	9.973717e-05
311	2.277305e+01	1.082764e+07	1.713933e-02	1.528479e+02	9.388910e-06
312	6.728089e+01	2.759126e+10	3.090400e-05	2.481578e+02	1.476363e-04
313	5.610251e+00	6.029435e+09	3.874217e-03	2.295892e+03	8.425602e-06
314	1.700073e+02	1.687355e+08	2.170321e-05	1.899788e+01	7.730066e-05
315	2.954530e+01	2.560402e+07	8.606195e-03	1.446484e+02	1.022568e-05
316	2.819276e+02	1.496329e+06	7.843628e-04	6.654133e+00	6.440597e-05
317	3.066710e+01	4.072485e+06	1.676485e-02	8.989477e+01	7.537841e-06
318	2.226457e+02	1.497676e+07	5.456736e-04	2.221697e+01	1.244072e-04
319	2.076212e+01	3.917698e+07	1.546321e-02	3.347400e+02	1.324070e-05
320	2.446967e+02	5.127394e+06	6.143814e-04	1.142074e+01	9.543590e-05
321	2.316831e+01	1.171154e+07	1.690511e-02	1.587324e+02	9.530309e-06
322	2.895277e+02	1.453741e+06	7.782066e-04	6.602312e+00	6.479620e-05
323	3.166234e+01	3.672504e+06	1.736563e-02	8.801294e+01	7.676089e-06
324	2.236530e+02	1.496567e+07	5.515548e-04	2.259329e+01	1.236668e-04
325	2.097157e+01	4.139803e+07	1.484232e-02	3.426673e+02	1.338557e-05
326	2.367565e+02	5.048413e+06	6.187483e-04	1.148102e+01	9.084872e-05
327	2.414210e+01	1.187395e+07	1.648415e-02	1.597461e+02	9.786798e-06
328	3.037816e+02	1.523416e+06	7.735493e-04	6.864904e+00	6.793483e-05
329	3.054355e+01	4.041691e+06	1.691849e-02	9.155766e+01	7.565155e-06
330	2.285906e+02	1.522617e+07	5.560520e-04	2.321751e+01	1.259628e-04
