	x0	x1	x2	x3	x4
331	2.160329e+01	4.604300e+07	1.448897e-02	3.575423e+02	1.416612e-05
332	2.427409e+02	4.800217e+06	6.183990e-04	1.135547e+01	9.032022e-05
333	2.446440e+01	1.155045e+07	1.579897e-02	1.580129e+02	9.671659e-06
334	2.231432e+02	1.559644e+07	5.690456e-04	2.402316e+01	1.230612e-04
335	2.275300e+01	5.241520e+07	1.384260e-02	3.755815e+02	1.526329e-05
336	3.026935e+02	1.622664e+06	7.727334e-04	7.181640e+00	6.822838e-05
337	3.069704e+01	4.548245e+06	1.660744e-02	9.604361e+01	7.842839e-06
338	2.511302e+02	4.662027e+06	6.141054e-04	1.130936e+01	9.093411e-05
339	2.440673e+01	1.090119e+07	1.566832e-02	1.564376e+02	9.365845e-06
340	2.525881e+02	4.645647e+06	6.123908e-04	1.140625e+01	9.022131e-05
341	2.457212e+01	1.103030e+07	1.534039e-02	1.577437e+02	9.345468e-06
342	2.600941e+02	4.637865e+06	6.078090e-04	1.155344e+01	9.137729e-05
343	2.444350e+01	1.131478e+07	1.503531e-02	1.602938e+02	9.257497e-06
344	2.527417e+02	4.702342e+06	6.701064e-04	1.205721e+01	8.923208e-05
345	2.424345e+01	1.243601e+07	1.439334e-02	1.655504e+02	9.209897e-06
346	2.548953e+02	4.678897e+06	6.797609e-04	1.225858e+01	8.877773e-05
347	2.441633e+01	1.267993e+07	1.419672e-02	1.682647e+02	9.248875e-06
348	2.563757e+02	4.701396e+06	6.911148e-04	1.249566e+01	8.875088e-05
349	2.449994e+01	1.323040e+07	1.398643e-02	1.718067e+02	9.329624e-06
350	2.627823e+02	5.356545e+06	6.348553e-04	1.334520e+01	9.234388e-05
351	2.579492e+01	1.636995e+07	1.451075e-02	1.891591e+02	1.074729e-05
352	7.249192e+01	3.952903e+10	2.667816e-03	2.210709e+03	2.077698e-03
353	5.840172e+00	5.953711e+11	6.120537e-03	4.790860e+04	2.371415e-04
354	8.667052e+01	2.771468e+10	2.166527e-03	1.779330e+03	2.172140e-03
355	6.790126e+00	4.808985e+11	5.306106e-03	4.181141e+04	2.460410e-04
356	7.488606e+01	3.144443e+11	6.797351e-05	1.796806e+03	1.291589e-03
357	4.118230e+00	4.856321e+11	3.845621e-03	3.682477e+04	5.736159e-05
358	1.100403e+02	8.102941e+09	2.326503e-03	9.933439e+02	1.931866e-03
359	9.382442e+00	1.750953e+11	5.635669e-03	2.804460e+04	2.415693e-04
360	7.606725e+01	3.772529e+10	4.985002e-04	1.047420e+03	9.808861e-04
361	4.580524e+00	1.101541e+11	9.371538e-03	2.088090e+04	6.415213e-05
362	7.797121e+01	7.855662e+10	9.196722e-05	8.448157e+02	6.641079e-04
363	5.197009e+00	1.257011e+11	3.977383e-03	1.452606e+04	3.657722e-05
364	7.316030e+01	1.072151e+11	3.232847e-05	6.703872e+02	4.422646e-04
365	5.178876e+00	7.995252e+10	4.547146e-03	1.026089e+04	2.506042e-05
366	7.998808e+01	1.873558e+10	6.872290e-04	8.114155e+02	8.892899e-04
367	4.981346e+00	6.254817e+10	1.111422e-02	1.613953e+04	7.026459e-05
368	9.834237e+01	6.607911e+09	5.177160e-04	3.844407e+02	5.486882e-04
369	6.570500e+00	2.077152e+10	6.958996e-03	6.739497e+03	3.754535e-05
370	1.064613e+02	1.537601e+10	7.242127e-05	3.134887e+02	4.253422e-04
371	7.498948e+00	2.329662e+10	2.452725e-03	4.851188e+03	2.415209e-05
372	8.203404e+01	5.379383e+09	2.064080e-03	5.869244e+02	7.567115e-04
373	5.513324e+00	3.525681e+10	1.110330e-02	1.163817e+04	6.850025e-05
374	1.105536e+02	2.544886e+09	6.882784e-04	2.593376e+02	4.953365e-04
375	7.438601e+00	8.622668e+09	8.995124e-03	4.616538e+03	3.858648e-05
376	9.534311e+01	7.369657e+09	1.358469e-04	2.301178e+02	2.704640e-04
377	6.450125e+00	9.524300e+09	5.898111e-03	3.446543e+03	1.429883e-05
378	1.152281e+02	1.434681e+09	6.446990e-04	1.694229e+02	3.305286e-04
379	8.409336e+00	4.269025e+09	7.501972e-03	2.653494e+03	2.520213e-05
380	9.242333e+01	2.302634e+09	2.984426e-03	4.333369e+02	7.166748e-04
381	6.785249e+00	2.451985e+10	9.477408e-03	8.815058e+03	7.701555e-05
382	1.339013e+02	1.467000e+09	3.012386e-04	1.272064e+02	2.757241e-04
383	9.170791e+00	3.184981e+09	4.661136e-03	1.847241e+03	1.631734e-05
384	1.200939e+02	6.387982e+08	1.584569e-03	1.629423e+02	4.129841e-04
385	8.577268e+00	2.967449e+09	1.359191e-02	3.010101e+03	4.111990e-05
386	1.127037e+02	1.542428e+09	2.771671e-03	3.537347e+02	7.701922e-04
387	8.447992e+00	2.074689e+10	6.900829e-03	7.370569e+03	7.987693e-05
388	1.335498e+02	5.945313e+08	8.302315e-04	1.181582e+02	3.114111e-04
389	9.597143e+00	2.062605e+09	8.306256e-03	1.865520e+03	2.522277e-05
390	1.162207e+02	1.223185e+09	3.020186e-03	3.252220e+02	7.415342e-04
391	8.939092e+00	1.694750e+10	7.506383e-03	6.850876e+03	8.437291e-05
392	1.327370e+02	3.821679e+08	7.647674e-04	8.360410e+01	2.160007e-04
393	9.570383e+00	1.203158e+09	7.349392e-03	1.250234e+03	1.485894e-05
394	1.362086e+02	3.621092e+08	1.931415e-03	1.306245e+02	4.109514e-04
395	9.227480e+00	1.978176e+09	1.339466e-02	2.420210e+03	3.900987e-05
396	1.389068e+02	2.182840e+08	1.811487e-03	8.845211e+01	2.743241e-04
397	1.020845e+01	1.127412e+09	9.594907e-03	1.411276e+03	2.497956e-05
398	1.242830e+02	8.525276e+08	3.330950e-03	2.812540e+02	7.149102e-04
399	9.623846e+00	1.333052e+10	7.051783e-03	6.084577e+03	8.112525e-05
400	1.525143e+02	1.550250e+08	9.639691e-04	5.738714e+01	2.006782e-04
401	1.216498e+01	5.247945e+08	8.839377e-03	8.469173e+02	1.776982e-05
402	1.477033e+02	1.778789e+08	2.555346e-03	9.997593e+01	3.792526e-04
403	1.031940e+01	1.195514e+09	1.366105e-02	1.860673e+03	3.724071e-05
404	1.240412e+02	7.602924e+08	3.681447e-03	2.744000e+02	6.888339e-04
405	9.669084e+00	1.258939e+10	7.229026e-03	6.033153e+03	7.909438e-05
406	1.530637e+02	9.994655e+07	2.558922e-03	6.638328e+01	2.544022e-04
407	1.101919e+01	6.142429e+08	1.128588e-02	1.079203e+03	2.469509e-05
408	1.611693e+02	5.281442e+07	2.283339e-03	4.245545e+01	1.775496e-04
409	1.279088e+01	2.852665e+08	1.010561e-02	6.329617e+02	1.702633e-05
410	1.664792e+02	1.222136e+08	2.437642e-03	8.338756e+01	3.746550e-04
411	1.186192e+01	7.880130e+08	1.622508e-02	1.584381e+03	4.062853e-05
412	1.393334e+02	6.522239e+08	3.318147e-03	2.508723e+02	7.126598e-04
413	1.115905e+01	1.179283e+10	6.800663e-03	5.893237e+03	8.536345e-05
414	1.582909e+02	6.384193e+07	3.114347e-03	5.653294e+01	2.378656e-04
415	1.170107e+01	4.527730e+08	1.236604e-02	9.380830e+02	2.563846e-05
416	1.688540e+02	3.044543e+07	3.064415e-03	3.521154e+01	1.661233e-04
417	1.368709e+01	2.043123e+08	1.005659e-02	5.271419e+02	1.665575e-05
418	1.325904e+02	6.046349e+08	3.897288e-03	2.531707e+02	6.662042e-04
419	1.101886e+01	1.172306e+10	7.417952e-03	6.127659e+03	8.456160e-05
420	1.690070e+02	1.010336e+08	2.551734e-03	7.738588e+01	3.598392e-04
421	1.231718e+01	6.973170e+08	1.562224e-02	1.472924e+03	3.967787e-05
422	1.684058e+02	4.389320e+07	3.409374e-03	4.860839e+01	2.283352e-04
423	1.278926e+01	3.515356e+08	1.163600e-02	8.118988e+02	2.502046e-05
424	1.382805e+02	5.723966e+08	3.661845e-03	2.437825e+02	6.695259e-04
425	1.189510e+01	1.159574e+10	7.314904e-03	6.198462e+03	8.924604e-05
426	1.811578e+02	1.680748e+07	3.829667e-03	2.814804e+01	1.550989e-04
427	1.487516e+01	1.363572e+08	1.003652e-02	4.255986e+02	1.660561e-05
428	1.732806e+02	9.669352e+07	2.540133e-03	7.670379e+01	3.563936e-04
429	1.317890e+01	7.165711e+08	1.488656e-02	1.474502e+03	4.218991e-05
430	1.768748e+02	3.464031e+07	3.602895e-03	4.427229e+01	2.227310e-04
431	1.348864e+01	2.960927e+08	1.123566e-02	7.424605e+02	2.412369e-05
432	1.916005e+02	1.453684e+07	3.808865e-03	2.633931e+01	1.554177e-04
433	1.568414e+01	1.126499e+08	1.103267e-02	3.987706e+02	1.724741e-05
434	1.746494e+02	1.011748e+08	2.495186e-03	7.822586e+01	3.612790e-04
435	1.332177e+01	7.487597e+08	1.502894e-02	1.515698e+03	4.310547e-05
436	1.169050e+02	2.550314e+09	1.510274e-04	1.242166e+02	2.082584e-04
437	6.689087e+00	3.316638e+09	5.387842e-03	2.068883e+03	8.466300e-06
438	1.836009e+02	3.016187e+07	3.648306e-03	4.178944e+01	2.201498e-04
439	1.403326e+01	2.664670e+08	1.133379e-02	7.095494e+02	2.439157e-05
440	1.272427e+02	7.178742e+08	3.265061e-04	8.161751e+01	1.816695e-04
441	7.894577e+00	1.857415e+09	3.067467e-03	1.256862e+03	8.321834e-06
442	2.032540e+02	1.113768e+07	4.102228e-03	2.378756e+01	1.524325e-04
443	1.652745e+01	9.019307e+07	1.206990e-02	3.662744e+02	1.789946e-05
444	1.633266e+02	1.118009e+08	2.709174e-03	8.476454e+01	3.433021e-04
445	1.301359e+01	9.462168e+08	1.312018e-02	1.660962e+03	4.300169e-05
446	1.882332e+02	2.844296e+07	3.605890e-03	4.092603e+01	2.163005e-04
447	1.453310e+01	2.434171e+08	1.239906e-02	7.031866e+02	2.513699e-05
448	1.354600e+02	3.059628e+08	4.125628e-04	5.747884e+01	1.587285e-04
449	8.815837e+00	1.049862e+09	2.485778e-03	8.724977e+02	7.802186e-06
450	1.600426e+02	1.228454e+08	2.802957e-03	9.033345e+01	3.403241e-04
451	1.300228e+01	1.095448e+09	1.278554e-02	1.789006e+03	4.392913e-05
452	2.250163e+02	9.674465e+06	4.144025e-03	2.248297e+01	1.597522e-04
453	1.644745e+01	8.084548e+07	1.238830e-02	3.505740e+02	1.746195e-05
454	1.910519e+02	2.575496e+07	3.763367e-03	3.958611e+01	2.132781e-04
455	1.485825e+01	2.361293e+08	1.174436e-02	6.840933e+02	2.473959e-05
456	1.333510e+02	3.102868e+08	3.650964e-04	5.643970e+01	1.535009e-04
457	9.776895e+00	9.354591e+08	3.017431e-03	8.589101e+02	8.614601e-06
458	1.561562e+02	1.306862e+08	2.978576e-03	9.541785e+01	3.334765e-04
459	1.287463e+01	1.242037e+09	1.258602e-02	1.921164e+03	4.419868e-05
460	2.148318e+02	8.806834e+06	4.386216e-03	2.191629e+01	1.476434e-04
461	1.751889e+01	7.644184e+07	1.199863e-02	3.401552e+02	1.745131e-05
462	1.617460e+02	6.346256e+07	1.031001e-03	3.414882e+01	1.400837e-04
463	1.184794e+01	2.349954e+08	7.060604e-03	5.042791e+02	9.539374e-06
464	1.960927e+02	2.515397e+07	3.682560e-03	3.922614e+01	2.127248e-04
465	1.535262e+01	2.181899e+08	1.319867e-02	6.859574e+02	2.607501e-05
466	1.525849e+02	1.399927e+08	3.193278e-03	1.012771e+02	3.288085e-04
467	1.283909e+01	1.403728e+09	1.266898e-02	2.068554e+03	4.482041e-05
468	2.233581e+02	8.177423e+06	4.477475e-03	2.139858e+01	1.488052e-04
469	1.762123e+01	7.306933e+07	1.210415e-02	3.347404e+02	1.730810e-05
470	1.720557e+02	3.437899e+07	1.333711e-03	2.718116e+01	1.301805e-04
471	1.261714e+01	1.413276e+08	8.062262e-03	3.991914e+02	9.499193e-06
472	1.953696e+02	2.353864e+07	3.879642e-03	3.878356e+01	2.059953e-04
473	1.540942e+01	2.139831e+08	1.287297e-02	6.805521e+02	2.504503e-05
474	1.509070e+02	1.372044e+08	3.446440e-03	1.030215e+02	3.208809e-04
475	1.321966e+01	1.495156e+09	1.251315e-02	2.160850e+03	4.590017e-05
476	2.321130e+02	7.599090e+06	4.448339e-03	2.079586e+01	1.486731e-04
477	1.826236e+01	6.865342e+07	1.244287e-02	3.297209e+02	1.772888e-05
478	1.805988e+02	1.731139e+07	2.312904e-03	2.253014e+01	1.217754e-04
479	1.377441e+01	9.153520e+07	9.772104e-03	3.296931e+02	1.019922e-05
480	2.036037e+02	2.442298e+07	3.695465e-03	3.924450e+01	2.124863e-04
481	1.540190e+01	2.070626e+08	1.437224e-02	6.944295e+02	2.601174e-05
482	1.468557e+02	1.347275e+08	3.810693e-03	1.053285e+02	3.097219e-04
483	1.310188e+01	1.533031e+09	1.332353e-02	2.264226e+03	4.592009e-05
484	2.208842e+02	7.463846e+06	4.712836e-03	2.104529e+01	1.397852e-04
485	1.865305e+01	6.813372e+07	1.251735e-02	3.310109e+02	1.749972e-05
486	1.970182e+02	1.086073e+07	2.884950e-03	1.917223e+01	1.199012e-04
487	1.551192e+01	6.478209e+07	1.094251e-02	2.798890e+02	1.142523e-05
488	2.022251e+02	2.481577e+07	3.593100e-03	3.960198e+01	2.077928e-04
489	1.647564e+01	2.041739e+08	1.529580e-02	7.044633e+02	2.835672e-05
490	3.196270e+02	5.164609e+05	7.667906e-03	5.484124e+00	7.400205e-05
491	2.786149e+01	5.605849e+06	1.501628e-02	8.316880e+01	9.010005e-06
492	2.297421e+02	7.536274e+06	4.614528e-03	2.119115e+01	1.434206e-04
493	1.875323e+01	6.798739e+07	1.333280e-02	3.372522e+02	1.832811e-05
494	1.988173e+02	9.386859e+06	3.199626e-03	1.837325e+01	1.177714e-04
495	1.560462e+01	5.917428e+07	1.129075e-02	2.683799e+02	1.140510e-05
496	2.077480e+02	2.380308e+07	3.614359e-03	3.916385e+01	2.083211e-04
497	1.723171e+01	1.994757e+08	1.545409e-02	7.006937e+02	2.942867e-05
498	3.154102e+02	6.292412e+05	7.353055e-03	6.039811e+00	7.531465e-05
499	2.630734e+01	6.445207e+06	1.499012e-02	8.847236e+01	8.694857e-06
500	2.272976e+02	7.213666e+06	4.884537e-03	2.119720e+01	1.387133e-04
501	1.862755e+01	6.588317e+07	1.329528e-02	3.353656e+02	1.715467e-05
502	2.081417e+02	5.845959e+06	4.158869e-03	1.574411e+01	1.115715e-04
503	1.683960e+01	4.443982e+07	1.155580e-02	2.296537e+02	1.162545e-05
504	2.072594e+02	2.310534e+07	3.697341e-03	3.907110e+01	2.038955e-04
505	1.732102e+01	1.893933e+08	1.659102e-02	7.006989e+02	2.949506e-05
506	3.244124e+02	6.525775e+05	7.270488e-03	6.174548e+00	7.712157e-05
507	2.751479e+01	6.468924e+06	1.523808e-02	8.892259e+01	9.570148e-06
508	2.302661e+02	7.020725e+06	4.967419e-03	2.114482e+01	1.381308e-04
509	1.904040e+01	6.433053e+07	1.404705e-02	3.373538e+02	1.784859e-05
510	2.228083e+02	4.020368e+06	4.617885e-03	1.357006e+01	1.082258e-04
511	1.997082e+01	3.260513e+07	1.169709e-02	1.965143e+02	1.323660e-05
512	2.055649e+02	2.178093e+07	3.803367e-03	3.845222e+01	1.971967e-04
513	1.726557e+01	1.766717e+08	1.750314e-02	6.922731e+02	2.886322e-05
514	3.084095e+02	6.556391e+05	7.313720e-03	6.242872e+00	7.247449e-05
515	2.984810e+01	6.388115e+06	1.555686e-02	8.895454e+01	1.044426e-05
516	2.362128e+02	7.023391e+06	4.931136e-03	2.128631e+01	1.393179e-04
517	1.957138e+01	6.272422e+07	1.531994e-02	3.426426e+02	1.897439e-05
518	2.270030e+02	3.681446e+06	4.804317e-03	1.326336e+01	1.064545e-04
519	2.015902e+01	3.132957e+07	1.176317e-02	1.924695e+02	1.283195e-05
520	2.085979e+02	2.049265e+07	3.831811e-03	3.777100e+01	1.932672e-04
521	1.818373e+01	1.617285e+08	1.921579e-02	6.842233e+02	3.034582e-05
522	3.216490e+02	6.607077e+05	7.312014e-03	6.299291e+00	7.490219e-05
523	2.928839e+01	6.260488e+06	1.595049e-02	8.894110e+01	1.026897e-05
524	2.313758e+02	6.900126e+06	5.285774e-03	2.158944e+01	1.354395e-04
525	1.919185e+01	6.242266e+07	1.548583e-02	3.444350e+02	1.797258e-05
526	2.450914e+02	3.086702e+06	5.058955e-03	1.243831e+01	1.085937e-04
527	2.043157e+01	2.781077e+07	1.147998e-02	1.805288e+02	1.246542e-05
528	2.130373e+02	2.093249e+07	3.720134e-03	3.801155e+01	1.968009e-04
529	1.891083e+01	1.640650e+08	1.928637e-02	6.892477e+02	3.166870e-05
530	3.088399e+02	7.300569e+05	7.349216e-03	6.645696e+00	7.359937e-05
531	2.811862e+01	6.832732e+06	1.659230e-02	9.346790e+01	9.908103e-06
532	2.491792e+02	2.761559e+06	5.163227e-03	1.191490e+01	1.060463e-04
533	2.150417e+01	2.545719e+07	1.142760e-02	1.733287e+02	1.279515e-05
534	7.738227e+01	2.750830e+09	4.277253e-05	8.509519e+01	7.500543e-05
535	1.486827e+01	1.333623e+09	4.372863e-03	7.196307e+02	1.142957e-05
536	2.598258e+02	2.549622e+06	5.276101e-03	1.162445e+01	1.065841e-04
537	2.175128e+01	2.403060e+07	1.156044e-02	1.699078e+02	1.268617e-05
538	2.647122e+02	2.427801e+06	5.375252e-03	1.147852e+01	1.059699e-04
539	2.210588e+01	2.320852e+07	1.166810e-02	1.681387e+02	1.267643e-05
540	2.508928e+02	2.510707e+06	5.561565e-03	1.188277e+01	9.984040e-05
541	2.258467e+01	2.426500e+07	1.179481e-02	1.730549e+02	1.267862e-05
542	2.468814e+02	2.404622e+06	5.711992e-03	1.178986e+01	9.616164e-05
543	2.362575e+01	2.352981e+07	1.199578e-02	1.719164e+02	1.309637e-05
544	2.496124e+02	2.353743e+06	5.756414e-03	1.176376e+01	9.546153e-05
545	2.399636e+01	2.274669e+07	1.254285e-02	1.720688e+02	1.330491e-05
546	2.649902e+02	2.253467e+06	5.952702e-03	1.167835e+01	9.926914e-05
547	2.351890e+01	2.105941e+07	1.378879e-02	1.708856e+02	1.324054e-05
548	2.771426e+02	2.392903e+06	5.649071e-03	1.200323e+01	1.025407e-04
549	2.390867e+01	1.988701e+07	1.723757e-02	1.771297e+02	1.468581e-05
550	2.694231e+02	2.390689e+06	5.995444e-03	1.222435e+01	9.956761e-05
551	2.338746e+01	1.998172e+07	1.724112e-02	1.781021e+02	1.392673e-05
